,country,sex,age,marriage_duration_years,num_children_total,num_children_inhome,edu_level,material_situation,religion,religiosity,pension,enjoy_spouse_company,happiness,spouse_attraction,spouse_enjoy_doing_things_together,spouse_enjoy_cuddling,spouse_respect,spouse_pride,spouse_romance,spouse_love,marital_satisfaction,spouse_satisfaction,relationship_satisfaction,natl_pride_in_parents,natl_pride_in_children,natl_aging_parents_live_with_children,natl_children_live_at_home_marraige,indv_pride_in_parents,indv_pride_in_children,indv_aging_parents_live_with_children,indv_children_live_at_home_marraige
12,Brazil ,1.0,32.0,1.0,0.0,0.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3.0,2.0,2.0,2,2.0,2.0,1.0
13,Brazil ,1.0,32.0,1.0,0.0,0.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,3,3.0,1.0,1.0
14,Brazil ,1.0,29.0,5.0,1.0,1.0,5.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,0,1.0,1.0,3.0,3,3.0,-1.0,-2.0
15,Brazil ,1.0,48.0,24.0,2.0,0.0,5.0,1.0,1.0,3.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1,-2.0,1.0,-2.0,-3,-3.0,0.0,-3.0
16,Brazil ,1.0,47.0,15.0,2.0,2.0,5.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1,3.0,2.0,3.0,3,3.0,3.0,3.0
17,Brazil ,1.0,24.0,2.0,0.0,0.0,5.0,0.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,3.0,1.0,1.0,3,3.0,3.0,3.0
18,Brazil ,1.0,37.0,7.0,0.0,0.0,5.0,1.0,2.0,4.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3.0,2.0,2.0,3,3.0,2.0,3.0
19,Brazil ,1.0,31.0,4.0,0.0,0.0,5.0,2.0,2.0,5.0,-3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,3.0,1.0,2.0,3,3.0,2.0,3.0
20,Brazil ,1.0,31.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.0,1.0,3.0,2,3.0,2.0,3.0
21,Brazil ,1.0,19.0,2.0,0.0,0.0,4.0,0.0,2.0,5.0,-2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,-1.0,-1.0,0.0,3.0,1.0,1,3.0,-1.0,0.0,3,3.0,1.0,3.0
22,Brazil ,1.0,30.0,1.0,0.0,0.0,5.0,0.0,2.0,4.0,-3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3,3.0,1.0,3.0,3,3.0,0.0,3.0
23,Brazil ,1.0,30.0,2.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2,2.0,1.0,3.0,3,3.0,0.0,3.0
24,Brazil ,1.0,28.0,6.0,0.0,0.0,5.0,1.0,2.0,4.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2,3.0,-1.0,3.0,3,3.0,0.0,3.0
